,position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
4570,39571,Neighbours From Hell,GC,JoWood Productions  ,JoWood Productions  ,N/A  ,3.0  ,N/A  ,,,,,,,04th Mar 05  ,
4590,39591,Nemesis: The Wizardry Adventure,PC,Virgin Interactive  ,"Sirtech Software, Inc.  ",N/A  ,7.4  ,N/A  ,,,,,,,30th Sep 96  ,
4667,39668,Neutopia,VC,Hudson Soft  ,Hudson Soft  ,N/A  ,7.3  ,N/A  ,,,,,,,20th Aug 07  ,
4689,39690,Neverwinter Nights: Hordes of the Underdark,PC,Atari  ,BioWare Corp.  ,N/A  ,8.4  ,N/A  ,,,,,,,02nd Dec 03  ,
4690,39691,Neverwinter Nights: Kingmaker,PC,Atari  ,BioWare Corp.  ,N/A  ,7.0  ,N/A  ,,,,,,,02nd Oct 05  ,
4692,39693,Neverwinter Nights: Shadows of Undrentide,PC,Atari  ,BioWare Corp.  ,N/A  ,7.9  ,N/A  ,,,,,,,17th Jun 03  ,
4706,39707,New Rally-X,XBL,Namco Bandai  ,Namco Bandai Games  ,N/A  ,4.2  ,N/A  ,,,,,,,27th Dec 06  ,
4730,39731,NFL 2K2,DC,Sega  ,Visual Concepts  ,N/A  ,9.3  ,N/A  ,,,,,,,19th Sep 01  ,
4734,39735,NFL Blitz 2000,DC,Midway Games  ,Avalanche Software  ,N/A  ,8.7  ,N/A  ,,,,,,,09th Sep 99  ,
4737,39738,NFL Blitz 2001,DC,Midway Games  ,Avalanche Software  ,N/A  ,8.8  ,N/A  ,,,,,,,14th Sep 00  ,
4753,39754,NFL QB Club 2001,DC,Acclaim Entertainment  ,High Voltage Software  ,N/A  ,3.9  ,N/A  ,,,,,,,30th Jul 00  ,
4758,39759,NFL Quarterback Club 2000,DC,Acclaim Entertainment  ,Acclaim Entertainment  ,N/A  ,2.1  ,N/A  ,,,,,,,31st Oct 99  ,
4777,39778,NHL 07,PC,EA Sports  ,EA Montreal  ,N/A  ,6.4  ,N/A  ,,,,,,,12th Sep 06  ,
4787,39788,NHL 2K,DC,Sega  ,Black Box  ,N/A  ,8.3  ,N/A  ,,,,,,,09th Feb 00  ,
4788,39789,NHL 2K2,DC,Sega  ,Treyarch  ,N/A  ,8.1  ,N/A  ,,,,,,,14th Feb 02  ,
4789,39790,NHL 2K7,PS2,2K Sports  ,2K Sports  ,N/A  ,7.6  ,N/A  ,,,,,,,02nd Oct 06  ,
4855,39856,Night in the Woods,PS4,Finji  ,Infinite Fall  ,N/A  ,8.5  ,N/A  ,,,,,,,21st Feb 17  ,17th Dec 17
4869,39870,Nightmare Creatures II,DC,Konami  ,Kalisto Entertainment  ,N/A  ,4.6  ,N/A  ,,,,,,,09th Jun 00  ,
4898,39899,Nimbus,PC,Unknown  ,Noumenon Games  ,N/A  ,8.0  ,N/A  ,,,,,,,25th Oct 10  ,
4899,39900,Nin2-Jump,XBL,Cave  ,Cave  ,N/A  ,7.3  ,N/A  ,,,,,,,27th Apr 11  ,
13,40014,No Heroes Allowed!,PSN,Sony Computer Entertainment  ,Acquire  ,N/A  ,7.0  ,N/A  ,,,,,,,02nd Nov 10  ,
16,40017,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,Sierra Entertainment  ,Monolith Productions  ,N/A  ,8.8  ,N/A  ,,,,,,,30th Sep 02  ,
176,40177,NyxQuest: Kindred Spirits,WW,Over The Top Games  ,Over The Top Games  ,N/A  ,8.4  ,N/A  ,,,,,,,10th Aug 09  ,
179,40180,O-D Beat Drop,XBL,Arc System Works  ,Cyclone Zero  ,N/A  ,8.5  ,N/A  ,,,,,,,11th Nov 09  ,
235,40236,Oddworld: Abe's Exoddus,PC,GT Interactive  ,Oddworld Inhabitants  ,N/A  ,8.3  ,N/A  ,,,,,,,30th Nov 98  ,
241,40242,Oddworld: Abe's Oddysee,PC,GT Interactive  ,Oddworld Inhabitants  ,N/A  ,8.1  ,N/A  ,,,,,,,31st Oct 97  ,
256,40257,Oddworld: Stranger's Wrath HD,PSN,Oddworld Inhabitants  ,Just Add Water  ,N/A  ,9.0  ,N/A  ,,,,,,,27th Dec 11  ,
291,40292,Ogre Battle 64: Person of Lordly Caliber,VC,Square Enix  ,Quest Corporation  ,N/A  ,9.0  ,N/A  ,,,,,,,29th Mar 10  ,
293,40294,Ogre Battle: The March of the Black Queen,SNES,Enix  ,Quest Corporation  ,N/A  ,9.0  ,N/A  ,,,,,,,01st Jan 93  ,
294,40295,Ogre Battle: The March of the Black Queen,VC,Square Enix  ,Quest Corporation  ,N/A  ,9.0  ,N/A  ,,,,,,,02nd Mar 09  ,
316,40317,Okabu,PSN,Unknown  ,HandCircus  ,N/A  ,5.5  ,N/A  ,,,,,,,18th Oct 11  ,
349,40350,Omikron: The Nomad Soul,DC,Eidos Interactive  ,Quantic Dream  ,N/A  ,6.2  ,N/A  ,,,,,,,22nd Jun 00  ,
356,40357,One,NGage,Nokia  ,Digital Legends Entertainment  ,N/A  ,6.8  ,N/A  ,,,,,,,13th Oct 05  ,
359,40360,One Epic Game,PSN,Unknown  ,Grip Games  ,N/A  ,7.0  ,N/A  ,,,,,,,02nd Aug 11  ,
423,40424,Ooga Booga,DC,Sega  ,Visual Concepts  ,N/A  ,7.8  ,N/A  ,,,,,,,13th Sep 01  ,
443,40444,Operation Shadow,NGage,Nokia  ,Torus Games  ,N/A  ,4.1  ,N/A  ,,,,,,,19th Oct 04  ,
465,40466,Orcs Must Die!,XBL,Unknown  ,Robot Entertainment  ,N/A  ,8.1  ,N/A  ,,,,,,,05th Oct 11  ,
624,40625,Outland,PSN,Ubisoft  ,Housemarque  ,N/A  ,8.4  ,N/A  ,,,,,,,14th Jun 11  ,
625,40626,Outland,XBL,Ubisoft  ,Housemarque  ,N/A  ,8.4  ,N/A  ,,,,,,,27th Apr 11  ,
637,40638,Outpost Kaloki X,XBL,NinjaBee  ,NinjaBee  ,N/A  ,7.7  ,N/A  ,,,,,,,22nd Nov 05  ,
647,40648,OutRun Online Arcade,PSN,Unknown  ,Sumo Digital  ,N/A  ,8.0  ,N/A  ,,,,,,,N/A  ,
648,40649,OutRun Online Arcade,XBL,Sega  ,Sumo Digital  ,N/A  ,8.0  ,N/A  ,,,,,,,15th Apr 09  ,
650,40651,OutTrigger: International Counter Terrorism Special Force,DC,Sega  ,Sega-AM2  ,N/A  ,7.6  ,N/A  ,,,,,,,24th Jul 01  ,
652,40653,Over the Hedge,PC,Activision  ,Beenox  ,N/A  ,6.7  ,N/A  ,,,,,,,09th May 06  ,
698,40699,Pac-Man,XBL,Namco Bandai  ,Namco Bandai Games  ,N/A  ,7.0  ,N/A  ,,,,,,,09th Aug 06  ,
702,40703,Pac-Man,3DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,5.0  ,N/A  ,,,,,,,01st Sep 11  ,
709,40710,Pac-Man Championship Edition,XBL,Namco Bandai  ,Namco Bandai Games  ,N/A  ,8.5  ,N/A  ,,,,,,,06th Jun 07  ,
710,40711,Pac-Man Championship Edition,PSN,Namco Bandai  ,Namco Bandai Games  ,N/A  ,5.5  ,N/A  ,,,,,,,01st Feb 11  ,
711,40712,Pac-Man Championship Edition DX,XBL,Namco Bandai  ,Namco Bandai Games  ,N/A  ,9.4  ,N/A  ,,,,,,,17th Nov 10  ,
712,40713,Pac-Man Championship Edition DX,PSN,Namco Bandai  ,Namco Bandai Games  ,N/A  ,9.0  ,N/A  ,,,,,,,23rd Nov 10  ,
715,40716,Pac-Man vs.,GC,Namco  ,Nintendo  ,N/A  ,7.0  ,N/A  ,,,,,,,02nd Dec 03  ,
787,40788,Paint Splash,WW,Unknown  ,KnapNok Games  ,N/A  ,8.0  ,N/A  ,,,,,,,08th Sep 11  ,
814,40815,Pandemonium!,NGage,Eidos Interactive  ,Ideaworks3D  ,N/A  ,5.8  ,N/A  ,,,,,,,06th Oct 03  ,
897,40898,Parasite Eve,PSN,Sony Computer Entertainment  ,SquareSoft  ,N/A  ,7.9  ,N/A  ,,,,,,,15th Mar 11  ,
947,40948,Patapon,PSN,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,N/A  ,8.7  ,N/A  ,,,,,,,02nd Sep 09  ,
948,40949,Patapon 2,PSN,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,N/A  ,8.2  ,N/A  ,,,,,,,06th May 09  ,
950,40951,Patchwork Heroes,PSN,Sony Computer Entertainment  ,Acquire  ,7.5  ,8.3  ,N/A  ,,,,,,,18th Mar 10  ,
957,40958,Pathway to Glory,NGage,Nokia  ,"RedLynx, Ltd.  ",N/A  ,8.6  ,N/A  ,,,,,,,29th Nov 04  ,
958,40959,Pathway to Glory: Ikusa Islands,NGage,Nokia  ,"RedLynx, Ltd.  ",N/A  ,5.0  ,N/A  ,,,,,,,01st Nov 05  ,
961,40962,Patrician III: Rise of the Hanse,PC,Encore  ,Ascaron Entertainment GmbH  ,N/A  ,8.2  ,N/A  ,,,,,,,31st Oct 03  ,
978,40979,Payday: The Heist,PSN,Sony Online Entertainment  ,Overkill Software  ,N/A  ,7.1  ,N/A  ,,,,,,,18th Oct 11  ,
979,40980,Payday: The Heist,PC,Sony Online Entertainment  ,Overkill Software  ,N/A  ,8.0  ,N/A  ,,,,,,,20th Oct 11  ,
1023,41024,Peggle,XBL,PopCap Games  ,PopCap Games  ,N/A  ,8.8  ,N/A  ,,,,,,,11th Mar 09  ,
1030,41031,Peggle Nights,XBL,PopCap Games  ,PopCap Games  ,N/A  ,8.4  ,N/A  ,,,,,,,18th Nov 09  ,
1081,41082,Perfect Dark,GB,Rare  ,Rare Ltd.  ,N/A  ,5.3  ,N/A  ,,,,,,,01st Aug 00  ,
1082,41083,Perfect Dark,XBL,Microsoft Game Studios  ,4J Studios  ,N/A  ,8.2  ,N/A  ,,,,,,,17th Mar 10  ,
1093,41094,Persona 2: Innocent Sin,PS,Atlus  ,Atlus Co.  ,N/A  ,9.2  ,N/A  ,,,,,,,24th Jun 99  ,
1124,41125,Peter Jackson's King Kong: The Official Game of the Movie,PSN,Ubisoft  ,Phoenix Games Studio  ,N/A  ,6.0  ,N/A  ,,,,,,,23rd Feb 11  ,
1174,41175,Phantasy Star II,GEN,Sega  ,Sega  ,N/A  ,8.0  ,N/A  ,,,,,,,31st Dec 88  ,
1176,41177,Phantasy Star II,XBL,Sega  ,Sega / Backbone Entertainment  ,N/A  ,7.0  ,N/A  ,,,,,,,10th Jun 09  ,
1179,41180,Phantasy Star IV,GEN,Sega  ,Sega  ,N/A  ,9.0  ,N/A  ,,,,,,,01st Jan 94  ,
1184,41185,Phantasy Star Portable 2,PSN,Sega  ,Alfa System  ,N/A  ,7.4  ,N/A  ,,,,,,,14th Sep 10  ,
1213,41214,Phoenix Wright: Ace Attorney,WW,Capcom  ,Capcom  ,N/A  ,6.7  ,N/A  ,,,,,,,11th Jan 10  ,
1215,41216,Phoenix Wright: Ace Attorney - Trials and Tribulations,WW,Capcom  ,Capcom  ,N/A  ,6.0  ,N/A  ,,,,,,,10th May 10  ,
1295,41296,Pilotwings,VC,Nintendo  ,Nintendo EAD  ,N/A  ,7.5  ,N/A  ,,,,,,,28th Dec 09  ,
1315,41316,Pinball FX 2,XBL,Microsoft  ,Zen Studios  ,N/A  ,9.5  ,N/A  ,,,,,,,27th Oct 10  ,
1319,41320,Pinball FX 2: Marvel Pinball,XBL,Zen Studios  ,Zen Studios  ,N/A  ,8.2  ,N/A  ,,,,,,,08th Dec 10  ,
1335,41336,Pinball Hall of Fame: The Williams Collection,PSN,System 3 Arcade Software  ,FarSight Studios  ,N/A  ,7.0  ,N/A  ,,,,,,,09th Mar 11  ,
1342,41343,Pinball Pulse: The Ancients Beckon,DSiW,Nintendo  ,Fuse Games Limited  ,N/A  ,7.9  ,N/A  ,,,,,,,12th Oct 09  ,
1445,41446,PixelJunk Eden,PSN,Sony Computer Entertainment  ,Q-Games  ,8.7  ,7.9  ,N/A  ,,,,,,,31st Jul 08  ,
1446,41447,PixelJunk Monsters,PSN,Sony Computer Entertainment  ,Q-Games  ,8.6  ,8.4  ,N/A  ,,,,,,,24th Jan 08  ,
1450,41451,PixelJunk Monsters Deluxe,PSN,Sony Computer Entertainment  ,Q-Games  ,8.9  ,8.7  ,N/A  ,,,,,,,01st Oct 09  ,
1451,41452,PixelJunk Racers,PSN,Sony Computer Entertainment  ,Q-Games  ,N/A  ,5.9  ,N/A  ,,,,,,,13th Sep 07  ,
1452,41453,PixelJunk Racers: 2nd Lap,PSN,Sony Computer Entertainment  ,Q-Games  ,N/A  ,6.6  ,N/A  ,,,,,,,24th Aug 10  ,
1453,41454,PixelJunk Shooter,PSN,Sony Computer Entertainment  ,Q-Games  ,8.6  ,8.5  ,N/A  ,,,,,,,10th Dec 09  ,
1454,41455,PixelJunk Shooter 2,PSN,Sony Computer Entertainment  ,Q-Games  ,N/A  ,8.0  ,N/A  ,,,,,,,01st Mar 11  ,
1457,41458,PixelJunk SideScroller,PSN,Sony Computer Entertainment  ,Q-Games  ,N/A  ,9.0  ,N/A  ,,,,,,,25th Oct 11  ,
1515,41516,Plant Tycoon,PC,LDW  ,LDW  ,N/A  ,8.2  ,N/A  ,,,,,,,21st Sep 07  ,
1516,41517,Plants vs. Zombies,XBL,PopCap Games  ,PopCap Games  ,N/A  ,8.9  ,N/A  ,,,,,,,08th Sep 10  ,
1538,41539,Plasma Sword: Nightmare of Bilstein,DC,Capcom  ,Capcom  ,N/A  ,5.7  ,N/A  ,,,,,,,31st Mar 00  ,
1571,41572,PlayStation Move Ape Escape,PSN,Sony Computer Entertainment  ,SCE Japan Studio  ,N/A  ,3.5  ,N/A  ,,,,,,,05th Jul 11  ,17th Sep 18
1612,41613,Pocket Kingdom: Own the World,NGage,Nokia  ,Sega  ,N/A  ,7.7  ,N/A  ,,,,,,,24th Nov 04  ,
1644,41645,PocketBike Racer,XB,King Games  ,Blitz Games  ,N/A  ,5.1  ,N/A  ,,,,,,,19th Nov 06  ,
1645,41646,PocketBike Racer,X360,King Games  ,Blitz Games  ,N/A  ,5.4  ,N/A  ,,,,,,,19th Nov 06  ,
1651,41652,POD: Speedzone,DC,Ubisoft  ,Ubisoft  ,N/A  ,5.4  ,N/A  ,,,,,,,05th Dec 00  ,
1668,41669,Pokémon Rumble,WW,Nintendo  ,Ambrella  ,N/A  ,6.5  ,N/A  ,,,,,,,16th Nov 09  ,
1696,41697,Polar Panic,XBL,Valcon Games  ,Eiconic Games  ,N/A  ,7.5  ,N/A  ,,,,,,,23rd Dec 09  ,
1723,41724,Political Tycoon,PC,TalonSoft  ,Monte Cristo Multimedia  ,N/A  ,5.4  ,N/A  ,,,,,,,01st Jan 01  ,
1749,41750,pOp,WW,Nnooo  ,Nnooo  ,N/A  ,5.6  ,N/A  ,,,,,,,12th May 08  ,
1800,41801,Portal: Still Alive,XBL,Microsoft  ,Valve Software  ,N/A  ,8.9  ,N/A  ,,,,,,,22nd Oct 08  ,
1819,41820,Pound of Ground,PC,Unknown  ,Centauri Production  ,N/A  ,3.5  ,N/A  ,,,,,,,05th Nov 10  ,
1872,41873,Power Stone 2,DC,Capcom  ,Capcom  ,N/A  ,8.8  ,N/A  ,,,,,,,23rd Aug 00  ,
1967,41968,Primrose,PC,Jason Rohrer  ,Jason Rohrer  ,N/A  ,7.0  ,N/A  ,,,,,,,19th Feb 09  ,
1974,41975,Prince of Persia,PSN,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.6  ,N/A  ,,,,,,,15th Mar 11  ,
1982,41983,Prince of Persia 3D,PC,Red Orb  ,Red Orb Entertainment  ,N/A  ,7.1  ,N/A  ,,,,,,,18th Sep 99  ,
1983,41984,Prince of Persia Classic,XBL,Ubisoft  ,Gameloft  ,N/A  ,7.7  ,N/A  ,,,,,,,13th Jun 07  ,
1984,41985,Prince of Persia Classic,PSN,Ubisoft  ,Gameloft  ,N/A  ,8.6  ,N/A  ,,,,,,,23rd Oct 08  ,
1988,41989,Prince of Persia: Arabian Nights,DC,Mattel Interactive  ,Avalanche Software  ,N/A  ,7.6  ,N/A  ,,,,,,,06th Dec 00  ,
2044,42045,Prison Break: The Conspiracy,XBL,Deep Silver  ,ZootFly  ,N/A  ,3.0  ,N/A  ,,,,,,,26th Jul 11  ,
2049,42050,Prison Tycoon 4: SuperMax,PC,ValuSoft  ,ValuSoft  ,N/A  ,2.5  ,N/A  ,,,,,,,29th Aug 08  ,
2163,42164,Project Justice,DC,Capcom  ,Capcom  ,N/A  ,7.9  ,N/A  ,,,,,,,16th May 01  ,
2210,42211,Psychic Force 2012,DC,Acclaim Entertainment  ,Taito Corporation  ,N/A  ,6.6  ,N/A  ,,,,,,,31st Oct 99  ,
2228,42229,Psyvariar 2: The Will to Fabricate,DC,Success  ,Skonec  ,N/A  ,7.0  ,N/A  ,,,,,,,26th Feb 04  ,
2267,42268,Punch-Out!! Featuring Mr. Dream,VC,Nintendo  ,Nintendo IRD  ,N/A  ,9.0  ,N/A  ,,,,,,,16th Apr 07  ,
2272,42273,Pure,PC,Disney Interactive Studios  ,Black Rock Studio  ,N/A  ,7.0  ,N/A  ,,,,,,,16th Sep 08  ,
2281,42282,Pure Futbol,XBL,Ubisoft  ,Action Pants Inc.  ,N/A  ,3.8  ,N/A  ,,,,,,,02nd Aug 11  ,
2293,42294,Pursuit Force,PSN,Sony Computer Entertainment  ,Bigbig Studios  ,N/A  ,7.3  ,N/A  ,,,,,,,07th May 09  ,
2294,42295,Pursuit Force: Extreme Justice,PSN,Sony Computer Entertainment  ,Bigbig Studios  ,N/A  ,7.3  ,N/A  ,,,,,,,13th May 09  ,
2321,42322,Puyo Pop,NGage,Sega  ,Sega  ,N/A  ,5.7  ,N/A  ,,,,,,,06th Oct 03  ,
2335,42336,Puyo Puyo 4,DC,Sega  ,Compile  ,N/A  ,8.7  ,N/A  ,,,,,,,04th Mar 99  ,
2336,42337,Puyo Puyo DA! featuring ELLENA System,DC,Compile  ,Compile  ,N/A  ,2.3  ,N/A  ,,,,,,,16th Dec 99  ,
2355,42356,Puzzle Agent,PC,Telltale Games  ,Telltale Games  ,N/A  ,7.0  ,N/A  ,,,,,,,30th Jun 10  ,
2357,42358,Puzzle Agent 2,PC,Telltale Games  ,Telltale Games  ,N/A  ,6.3  ,N/A  ,,,,,,,30th Jun 11  ,
2366,42367,Puzzle Bobble VS,NGage,Taito  ,Taito Corporation  ,N/A  ,2.2  ,N/A  ,,,,,,,06th Oct 03  ,
2378,42379,Puzzle Dimension,PSN,Unknown  ,Doctor Entertainment  ,N/A  ,8.0  ,N/A  ,,,,,,,28th Jun 11  ,
2401,42402,Puzzle Quest: Challenge of the Warlords,XBL,D3 Publisher  ,Infinite Interactive  ,N/A  ,9.1  ,N/A  ,,,,,,,10th Oct 07  ,
2403,42404,Puzzle Quest: Challenge of the Warlords,PC,D3 Publisher  ,Infinite Interactive  ,N/A  ,8.6  ,N/A  ,,,,,,,10th Oct 07  ,
2410,42411,Puzzle Rocks,DSiW,Cinemax  ,Cinemax  ,N/A  ,5.5  ,N/A  ,,,,,,,03rd Jun 11  ,
2432,42433,Puzzlegeddon,XBL,Tecmo  ,Pieces Interactive  ,N/A  ,6.4  ,N/A  ,,,,,,,16th Dec 09  ,
2447,42448,Pyramids,3DS,Enjoy Gaming  ,Visual Impact Productions  ,N/A  ,7.5  ,N/A  ,,,,,,,27th Oct 11  ,
2454,42455,Q*Bert,DC,Hasbro Interactive  ,Artech Digital Entertainment  ,N/A  ,5.4  ,N/A  ,,,,,,,30th Nov 00  ,
2481,42482,Qix++,XBL,Taito  ,Taito Corporation  ,N/A  ,4.2  ,N/A  ,,,,,,,09th Dec 09  ,
2497,42498,Quake,PC,id Software  ,id Software  ,N/A  ,9.4  ,N/A  ,,,,,,,01st Jul 96  ,
2499,42500,Quake Arena Arcade,XBL,Bethesda Softworks  ,id Software  ,N/A  ,7.1  ,N/A  ,,,,,,,15th Dec 10  ,
2500,42501,Quake II,PC,Activision  ,id Software  ,N/A  ,9.0  ,N/A  ,,,,,,,11th Nov 97  ,
2504,42505,Quake III Arena,DC,Sega  ,Raster  ,N/A  ,9.3  ,N/A  ,,,,,,,22nd Oct 00  ,
2505,42506,Quake III: Team Arena,PC,Activision  ,id Software  ,N/A  ,8.0  ,N/A  ,,,,,,,18th Dec 00  ,
2597,42598,R-Type Dimensions,XBL,Tozai Games  ,Southend Interactive  ,N/A  ,7.8  ,N/A  ,,,,,,,04th Feb 09  ,
2621,42622,R.U.S.E.,XBL,Ubisoft  ,Eugen Systems  ,N/A  ,8.0  ,N/A  ,,,,,,,19th Jul 11  ,
2679,42680,radiangames Crossfire,XBL,Microsoft  ,radiangames  ,N/A  ,6.0  ,N/A  ,,,,,,,07th Jul 10  ,
2685,42686,Radiant Silvergun,XBL,Treasure  ,"Treasure Co., Ltd.  ",N/A  ,8.6  ,N/A  ,,,,,,,14th Sep 11  ,
2698,42699,Rag Doll Kung Fu,PC,Valve  ,Mark Healey  ,N/A  ,7.0  ,N/A  ,,,,,,,12th Oct 05  ,
2699,42700,Rag Doll Kung Fu: Fists of Plastic,PSN,Sony Computer Entertainment  ,Tarsier Studios  ,6.0  ,6.2  ,N/A  ,,,,,,,09th Apr 09  ,
2704,42705,Rage of the Gladiator,WW,Ghostfire Games  ,Ghostfire Games  ,N/A  ,8.0  ,N/A  ,,,,,,,15th Mar 10  ,
2745,42746,Railroad Tycoon II,PC,Gathering of Developers  ,PopTop Software  ,N/A  ,8.3  ,N/A  ,,,,,,,31st Oct 98  ,
2746,42747,Railroad Tycoon II - The Second Century,PC,Gathering of Developers  ,PopTop Software  ,N/A  ,8.7  ,N/A  ,,,,,,,30th Apr 99  ,
2753,42754,RailWorks,PC,RailSimulator.com  ,RailSimulator.com  ,N/A  ,7.0  ,N/A  ,,,,,,,12th Jun 09  ,
2759,42760,Rainbow Cotton,DC,Success  ,Success  ,N/A  ,5.4  ,N/A  ,,,,,,,20th Jan 00  ,
2845,42846,Raskulls,XBL,Halfbrick Studios  ,Halfbrick Studios  ,N/A  ,7.4  ,N/A  ,,,,,,,29th Dec 10  ,
2850,42851,Ratatouille,XB,THQ  ,Asobo Studio  ,N/A  ,6.0  ,N/A  ,,,,,,,26th Jun 07  ,
2874,42875,Rayman,PC,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,7.4  ,N/A  ,,,,,,,30th Apr 96  ,
2876,42877,Rayman,GB,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,9.0  ,N/A  ,,,,,,,29th Feb 00  ,
2884,42885,Rayman 2: The Great Escape,DC,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,9.1  ,N/A  ,,,,,,,08th Mar 00  ,
2886,42887,Rayman 3,NGage,Gameloft  ,Gameloft  ,N/A  ,8.0  ,N/A  ,,,,,,,11th Dec 03  ,
2888,42889,Rayman Forever,PC,Ubisoft  ,Ubisoft  ,N/A  ,6.9  ,N/A  ,,,,,,,31st May 99  ,
2897,42898,Razor Freestyle Scooter,DC,Crave Entertainment  ,Titanium Studios  ,N/A  ,6.3  ,N/A  ,,,,,,,08th Aug 01  ,
2913,42914,Re-Volt,DC,Acclaim Entertainment  ,Probe Entertainment Limited  ,N/A  ,7.7  ,N/A  ,,,,,,,17th Dec 99  ,
2927,42928,Ready 2 Rumble Boxing,DC,Midway Games  ,Midway Games  ,N/A  ,8.3  ,N/A  ,,,,,,,08th Sep 99  ,
2928,42929,Ready 2 Rumble Boxing,GB,Midway Games  ,Midway  ,N/A  ,6.0  ,N/A  ,,,,,,,01st Nov 99  ,
3003,43004,Recettear: An Item Shop's Tale,PC,Carpe Fulgur  ,EasyGameStation  ,N/A  ,8.3  ,N/A  ,,,,,,,10th Sep 10  ,
3005,43006,Record of Agarest War,XBL,Aksys Games  ,Compile Heart  ,N/A  ,7.0  ,N/A  ,,,,,,,09th Aug 11  ,
3006,43007,Record of Agarest War,PSN,Aksys Games  ,Compile Heart  ,N/A  ,7.0  ,N/A  ,,,,,,,29th Apr 10  ,
3007,43008,Record of Lodoss War,DC,Conspiracy Entertainment  ,Neverland Company  ,N/A  ,7.8  ,N/A  ,,,,,,,26th Feb 01  ,
3040,43041,Red Dog: Superior Firepower,DC,Crave Entertainment  ,Argonaut Games  ,N/A  ,6.8  ,N/A  ,,,,,,,31st Oct 00  ,
3041,43042,Red Faction,NGage,THQ  ,Monkeystone Games  ,N/A  ,5.4  ,N/A  ,,,,,,,10th Dec 03  ,
3046,43047,Red Faction: Battlegrounds,PSN,THQ  ,THQ  ,N/A  ,4.9  ,N/A  ,,,,,,,05th Apr 11  ,
3047,43048,Red Faction: Battlegrounds,XBL,THQ  ,THQ  ,N/A  ,5.4  ,N/A  ,,,,,,,06th Apr 11  ,
3060,43061,Red Johnson's Chronicles: Episode 1,PSN,Lexis Numerique  ,Lexis Numerique  ,N/A  ,7.3  ,N/A  ,,,,,,,19th Apr 11  ,
3065,43066,Redd: The Lost Temple,XBL,Microsoft  ,Blazing Forge Games  ,N/A  ,7.0  ,N/A  ,,,,,,,05th Sep 11  ,
3085,43086,Reel Fishing Wild,DC,Natsume  ,West One  ,N/A  ,5.9  ,N/A  ,,,,,,,01st Jan 01  ,
3141,43142,Renegade Ops,PSN,Sega  ,Avalanche Studios  ,N/A  ,8.4  ,N/A  ,,,,,,,13th Sep 11  ,
3142,43143,Renegade Ops,XBL,Sega  ,Avalanche Studios  ,N/A  ,10.0  ,N/A  ,,,,,,,14th Sep 11  ,
3143,43144,Renegade Ops,PC,Sega  ,Avalanche Studios  ,N/A  ,7.5  ,N/A  ,,,,,,,26th Oct 11  ,25th May 18
